epoch,accuracy,loss,val_accuracy,val_loss
0,0.37780237197875977,1.3214037418365479,0.4755043089389801,1.2586393356323242
1,0.6556878089904785,0.9692006707191467,0.6541786789894104,0.9263076186180115
2,0.7932466268539429,0.5761247873306274,0.7031700015068054,0.8001553416252136
3,0.8497093915939331,0.41486498713493347,0.7002881765365601,0.799708366394043
4,0.8807085752487183,0.3310316503047943,0.6858789920806885,0.823117733001709
5,0.9036811590194702,0.2777763903141022,0.6858789920806885,0.884797215461731
6,0.9247162938117981,0.22680865228176117,0.6858789920806885,0.9345592260360718
7,0.9363409876823425,0.19462309777736664,0.6772334575653076,0.9912499189376831
8,0.950733482837677,0.16117267310619354,0.680115282535553,1.0464568138122559
9,0.9551619291305542,0.14800797402858734,0.6743515729904175,1.0960766077041626
10,0.9645723700523376,0.1255713850259781,0.6599423885345459,1.1666110754013062
11,0.9678937196731567,0.11138945072889328,0.6599423885345459,1.2300288677215576
12,0.9698311686515808,0.1062549278140068,0.651296854019165,1.2821725606918335
13,0.9717686176300049,0.10184317082166672,0.651296854019165,1.3373764753341675
14,0.9717686176300049,0.09303203225135803,0.6570605039596558,1.3740102052688599
15,0.974259614944458,0.08830154687166214,0.6541786789894104,1.389128565788269
16,0.9709382653236389,0.08639517426490784,0.6541786789894104,1.4408591985702515
17,0.9759202599525452,0.07413314282894135,0.6570605039596558,1.5608494281768799
18,0.9759202599525452,0.07678723335266113,0.6484149694442749,1.5305393934249878
19,0.976473867893219,0.07282554358243942,0.6541786789894104,1.5275334119796753
20,0.977027416229248,0.06957882642745972,0.639769434928894,1.5581867694854736
21,0.9784113168716431,0.06674693524837494,0.6426513195037842,1.6619598865509033
22,0.976473867893219,0.06815018504858017,0.6570605039596558,1.5798343420028687
23,0.9781345129013062,0.06291986256837845,0.6484149694442749,1.6603933572769165
24,0.977027416229248,0.062108028680086136,0.6484149694442749,1.6119794845581055
